店家名,店家名(英),地區,縣市,地址,緯度,經度,營業時間(起),營業時間(迄),入住時間(起),入住時間(迄),退房時間(起),退房時間(迄),交通建議,周遭潛點,連結,星級,評論數量,AI評論,評論連結,預覽圖路徑
墾丁環礁潛水中心,Kenting Atoll Dive Center,南部地區,屏東縣,946屏東縣恆春鎮鎮復興路112巷48號,22.00747802,120.7424046,08:00,23:00,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>墾丁環礁潛水中心,合界、山海、萬里桐,https://www.atolldive.com/about-us/,5,188,1.經驗豐富、專業的教練為您提供安全、愉快的潛水體驗\n2.教練友善、負責，為潛水之旅營造了愉快的氛圍\n3.潛水中心提供優質的服務和住宿，是潛水愛好者的絕佳選擇,"https://www.google.com/search?q=%E5%A2%BE%E4%B8%81%E7%92%B0%E7%A4%81%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%A2%BE%E4%B8%81%E7%92%B0%E7%A4%81%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgATSAQczMDZqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471b0cc5ee3302d:0x65cbf0c70b336676,1,,,,",img/store_img/173.png
Okeano Free Dive漁生自由潛水教室3.0,Okeano Free Dive,南部地區,屏東縣,946屏東縣恆春鎮中正路232巷43號,22.00688662,120.7445134,09:00,17:30,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行> Okeano Free Dive漁生自由潛水教室3.0,合界、山海、萬里桐,https://www.facebook.com/people/%E6%BC%81%E7%94%9F-x-Okeano/100064825985092/,5,2,1.SSI系統\n2.完美教練\n3.兩隻貓咪,"https://www.google.com/search?q=Okeano+Free+Dive%E6%BC%81%E7%94%9F%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E6%95%99%E5%AE%A43.0&rlz=1C1CHBF_zh-TWTW901TW901&oq=Okeano+Free+Dive%E6%BC%81%E7%94%9F%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E6%95%99%E5%AE%A43.0&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiiBDIHCAIQABiiBDIHCAMQABiiBNIBBzUyOWowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b1e47d71d465:0xc8355b6f33ad4942,1,,,,",img/store_img/174.jpg
簡單潛水,simpledive,南部地區,屏東縣,946屏東縣恆春鎮恆北路86-17號,22.01025723,120.7492454,08:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>簡單潛水,合界、山海、萬里桐,https://www.facebook.com/simpledive2021/,5,7,1.教練親切有耐心\n2.潛水活動專業安全\n3.環境舒適放鬆,"https://www.google.com/search?q=%E7%B0%A1%E5%96%AE%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E7%B0%A1%E5%96%AE%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgATSAQc4MzFqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471b79c08002759:0xf1a1fbb73cd088c4,1,,,,",img/store_img/175.jpg
嶼海tu?-h?i,null,南部地區,屏東縣,946屏東縣恆春鎮中正路232巷147弄26號,22.00880423,120.7461876,null,null,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>嶼海tu?-h?i,合界、山海、萬里桐,https://www.facebook.com/tuahaitw/,5,126,1.教練用心指導，提供精簡易明的教材和圖片\n2.教練們和闆娘有趣又專業\n3.老闆娘親切熱情，幫助安排交通和借用必需品,"https://www.google.com/search?q=%E5%B6%BC%E6%B5%B7+tu%C3%A0-h%C3%A1i&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%B6%BC%E6%B5%B7+tu%C3%A0-h%C3%A1i&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBBzU3MmowajSoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x34693379352c15f3:0xe82ed0a143cbf749,1,,,,",img/store_img/176.png
Divingmind潛意識恆春分部,Divingmind,南部地區,屏東縣,946屏東縣恆春鎮環城北路217之2號,22.00945487,120.7450703,null,null,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行> Divingmind潛意識恆春分部,合界、山海、萬里桐,https://www.facebook.com/DivingMind/?locale=zh_TW,5,10,1.教練親切幽默\n2.環境乾淨舒適\n3.服務品質一流,https://www.google.com/travel/search?q=Divingmind%E6%BD%9B%E6%84%8F%E8%AD%98%E6%81%86%E6%98%A5%E5%88%86%E9%83%A8&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72285074%2C72286089%2C72298667%2C72302247%2C72305577%2C72317059%2C72317916%2C72318440%2C72332589%2C72332591&hl=zh-Hant-TW&gl=tw&ssta=1&ts=CAESABpHCikSJzIlMHgzNDcxYjE5MmVmMzBiZTkzOjB4NTc5YjViOWNkNTgyN2M0NxIaEhQKBwjnDxAIGA0SBwjnDxAIGA4YATICEAA&qs=CAEyE0Nnb0l4X2lKck0zejFzMVhFQUU4AkIJCUd8gtWcW5tXQgkJR3yC1Zxbm1c&ap=ugEHcmV2aWV3cw&ictx=1&sa=X&ved=0CAAQ5JsGahcKEwig6LGbrdWAAxUAAAAAHQAAAAAQCw,img/store_img/177.jpg
悠樂趣潛水俱樂部,null,南部地區,屏東縣,946屏東縣恆春鎮西門路25號,22.00616225,120.7430348,09:00,23:00,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>悠樂趣潛水俱樂部,合界、山海、萬里桐,https://www.facebook.com/yolokidivingclub/,4.9,90,1.不論是潛水服務或是背包房住宿，都很值得推薦！\n2.導潛專業舒適讓人很放鬆\n3.來恆春潛水的首選潛店,"https://www.google.com/search?q=%E6%82%A0%E6%A8%82%E8%B6%A3%E6%BD%9B%E6%B0%B4%E4%BF%B1%E6%A8%82%E9%83%A8%E5%B1%8F%E6%9D%B1&sca_esv=555979541&rlz=1C1CHBF_zh-TWTW901TW901&sxsrf=AB5stBiXt6R43W1yWbEwWkuRQW_rglVLdQ%3A1691782723460&ei=Q47WZMTeG67e1e8P-_6--As&ved=0ahUKEwiEjJPirdWAAxUub_UHHXu_D78Q4dUDCA8&uact=5&oq=%E6%82%A0%E6%A8%82%E8%B6%A3%E6%BD%9B%E6%B0%B4%E4%BF%B1%E6%A8%82%E9%83%A8%E5%B1%8F%E6%9D%B1&gs_lp=Egxnd3Mtd2l6LXNlcnAiHuaCoOaogui2o-a9m-awtOS_seaogumDqOWxj-adsUjHGFCiCFiqFXABeAGQAQCYAWegAeYEqgEDNy4xuAEDyAEA-AEBwgIKEAAYRxjWBBiwA-IDBBgAIEGIBgGQBgY&sclient=gws-wiz-serp#lrd=0x3471b18d51e750d1:0xd7378ae6db429244,1,,,,",img/store_img/178.jpg
奇怪教練自由潛水教室 Weirdo Freediving,Weirdo Freediving,南部地區,屏東縣,946屏東縣恆春鎮西門路23巷9號,22.00592754,120.7427499,09:00,20:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>奇怪教練自由潛水教室 Weirdo Freediving,合界、山海、萬里桐,https://www.facebook.com/weirdofreediving/,5,42,1.講解課程時幽默且很容易理解\n2.首推奇怪教練!細心的教學品質專業的團隊\n3.教練很認真也很有耐心,"https://www.google.com/search?q=%E5%A5%87%E6%80%AA%E6%95%99%E7%B7%B4%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E6%95%99%E5%AE%A4+Weirdo+Freediving&sca_esv=555979541&rlz=1C1CHBF_zh-TWTW901TW901&sxsrf=AB5stBht0vdHNxt3u8FHeiWe-FTbOyv47g%3A1691782754523&ei=Yo7WZNfFH4_S1e8P5_yLuAI&ved=0ahUKEwjX_vrwrdWAAxUPafUHHWf-AicQ4dUDCA8&uact=5&oq=%E5%A5%87%E6%80%AA%E6%95%99%E7%B7%B4%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E6%95%99%E5%AE%A4+Weirdo+Freediving&gs_lp=Egxnd3Mtd2l6LXNlcnAiMOWlh-aAquaVmee3tOiHqueUsea9m-awtOaVmeWupCBXZWlyZG8gRnJlZWRpdmluZzIFEAAYgAQyBRAAGIAESOgbUJEVWJEVcAJ4AZABAJgBZaABZaoBAzAuMbgBA8gBAPgBAfgBAqgCCsICBxAjGOoCGCfiAwQYACBBiAYB&sclient=gws-wiz-serp#lrd=0x3471b131a4c38e75:0x29310bb2989073e4,1,,,,",img/store_img/179.jpg
SEACHANGER正式自由,SEACHANGER,南部地區,屏東縣,946屏東縣恆春鎮恆北路86號-13號,22.00982115,120.7493381,00:00,23:59,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行> SEACHANGER正式自由,合界、山海、萬里桐,https://www.instagram.com/sea__changer/,4.6,5,1.教練帶的潛點很讚\n2.教練人超好超親切，大推！\n3.會玩很多海上奇怪遊戲,"https://www.google.com/search?sca_esv=556179565&rlz=1C1CHBF_zh-TWTW901TW901&sxsrf=AB5stBhQW7__aAcuaJaCaVAhC4RLzp5nJQ:1691810417856&q=SEACHANGER%E6%AD%A3%E5%BC%8F%E8%87%AA%E7%94%B1+%E7%B6%B2%E7%B4%97%E8%A3%A1&si=ACFMAn-HKKBSRu33aPUiedtDUy75-5w-PRG7cH5Ci70gHXgCmxyfEtN5WW479V91HIVaz76rf6t-0rApAwDeAw7FxUqieQyo52dKkbkz6qEioyMHPT30x09wfkApDz8Y6vWMRnn6pX7rgAu0VjivxiWtcBDFxPN0VDOYrA8U8vDops6W_4aYrUgdueJFeiGJsti8yw24JAHAnMySgCB_eIXP6rQ7Kn60EqpUnte9VLuA-UvcP3TmPsqhE4ZPeKAX8H6nWx4CE065&sa=X&ved=2ahUKEwiD8O73lNaAAxWafXAKHes3A6UQ6RN6BAghEAE&biw=1707&bih=830&dpr=1.13#lrd=0x3471b127379f4f53:0x7fc7974f91d849db,1,,,,",img/store_img/180.jpg
墾丁．就是要潛水,LIVE TO DIVE,南部地區,屏東縣,946屏東縣恆春鎮北門路42巷21弄5號,22.00577478,120.7480574,09:00,22:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>墾丁．就是要潛水,合界、山海、萬里桐,https://www.instagram.com/live.todive/,3.5,22,1.教練教學認真，照顧學員安全\n2.民宿氛圍溫馨，讓人有回家的感覺\n3.學習潛水還能交到很多好朋友,"https://www.google.com/search?q=%E5%A2%BE%E4%B8%81%EF%BC%8E%E5%B0%B1%E6%98%AF%E8%A6%81%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%A2%BE%E4%B8%81%EF%BC%8E%E5%B0%B1%E6%98%AF%E8%A6%81%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzYzMGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b0cfb83aceed:0xe8f54918a688a2b4,1,,,,",img/store_img/181.jpg
醉初自由潛水,initial Freediving,南部地區,屏東縣,946屏東縣恆春鎮北門路42巷21弄3號,22.00499913,120.7480542,00:00,23:59,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>醉初自由潛水,合界、山海、出水口,https://www.facebook.com/people/%E9%86%89%E5%88%9D%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4-Initial-Freediving/100067378625235/,5,21,1.細心專業的教練\n2.親切的教學和耐心教導\n3.舒適放鬆的環境,"https://www.google.com/search?q=%E9%86%89%E5%88%9D%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E9%86%89%E5%88%9D%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgAQyBggDEEUYO9IBBzIzNGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b7c02f63dcd7:0xaa7c9c73c466926f,1,,,,",img/store_img/182.jpg
潛水部落 D Dive Center,D Dive Center,南部地區,屏東縣,946屏東縣恆春鎮山腳路100-1號,22.00413634,120.7515993,08:00,18:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>潛水部落 D Dive Center,合界、山海、出水口,https://www.dddiveb.com/blank,5,46,1.船潛和岸潛都超讚！\n2.潛好潛滿還有照片拿真的巨讚無比\n3.教練很貼心，過程很好玩！,"https://www.google.com/search?q=%E6%BD%9B%E6%B0%B4%E9%83%A8%E8%90%BD+D+Dive+Center&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E6%BD%9B%E6%B0%B4%E9%83%A8%E8%90%BD+D+Dive+Center&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgYIARBFGDvSAQcyNzdqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471b0fce08dc2f7:0x2554de17947983bd,1,,,,",img/store_img/183.jpg
暖洋潛水旅宿 Wonder Ocean Dive Hostel,Wonder Ocean Dive Hostel,南部地區,屏東縣,946屏東縣恆春鎮光明路48巷8號,22.00202293,120.7442026,null,null,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>暖洋潛水旅宿 Wonder Ocean Dive Hostel,合界、山海、出水口,https://www.facebook.com/wonderocean.kenting/?locale=zh_TW,4.9,221,1.教練耐心教授並重視保護珊瑚\n2.舒適的住宿環境和優質的服務\n3.地點方便且價格公道,https://www.google.com/travel/search?q=%E6%9A%96%E6%B4%8B%E6%BD%9B%E6%B0%B4%E6%97%85%E5%AE%BF%20Wonder%20Ocean%20Dive%20Hostel&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72285074%2C72286089%2C72298667%2C72302247%2C72305577%2C72317059%2C72317916%2C72318440%2C72329393%2C72332589%2C72332591&hl=zh-Hant-TW&gl=tw&ssta=1&ts=CAESABpHCikSJzIlMHgzNDcxYjBjZTUyZTE1ZmMzOjB4YmUwOGI0YWI3OGFiZWMzZBIaEhQKBwjnDxAIGA4SBwjnDxAIGA8YATICEAA&qs=CAEyFENnc0l2ZGl2eGJlVnJZUy1BUkFCOAJCCQk97Kt4q7QIvkIJCT3sq3irtAi-&ap=ugEHcmV2aWV3cw&ictx=1&sa=X&ved=0CAAQ5JsGahcKEwjYw8r5mNaAAxUAAAAAHQAAAAAQDA,img/store_img/184.jpg
「墾丁美人魚學校」GirlDive-Mermaid,GirlDive-Mermaid,南部地區,屏東縣,946屏東縣恆春鎮恆西路33巷42號,22.00125827,120.7410314,08:30,18:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>「墾丁美人魚學校」GirlDive-Mermaid,合界、山海、出水口,https://girldive.com/,4.9,43,1.很專業的團隊，也很有耐性的教學\n2.喬飛跟小妤教練真的非常注重安全知識的傳達\n3.女生友善的環境,"https://www.google.com/search?q=%E3%80%8C%E5%A2%BE%E4%B8%81%E7%BE%8E%E4%BA%BA%E9%AD%9A%E5%AD%B8%E6%A0%A1%E3%80%8DGirlDive-Mermaid&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E3%80%8C%E5%A2%BE%E4%B8%81%E7%BE%8E%E4%BA%BA%E9%AD%9A%E5%AD%B8%E6%A0%A1%E3%80%8DGirlDive-Mermaid&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDE3ODJqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471b1a2f257ee4f:0xb3ba4d52a8ab8ebf,1,,,,",img/store_img/185.jpg
海島瘋３號店－薄荷小日子旅宿Days In Bohol,null,南部地區,屏東縣,946屏東縣恆春鎮恆公路676號,22.00113863,120.7400964,00:00,23:59,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>海島瘋３號店－薄荷小日子旅宿Days In Bohol,合界、山海、出水口,https://daysinbohol.weebly.com/,4.9,220,1.教練人超好，很推薦大家來體驗學習上課\n2.欣儒教練人超好，不會的動作都會給很多時間練習\n3.小幫手們都很貼心，教練很專業,https://www.google.com/travel/search?q=%E6%B5%B7%E5%B3%B6%E7%98%8B%EF%BC%93%E8%99%9F%E5%BA%97%EF%BC%8D%E8%96%84%E8%8D%B7%E5%B0%8F%E6%97%A5%E5%AD%90%E6%97%85%E5%AE%BFDays%20In%20Bohol&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72285074%2C72286089%2C72298667%2C72302247%2C72305577%2C72317059%2C72317916%2C72318440%2C72329393%2C72332589%2C72332591&hl=zh-Hant-TW&gl=tw&ssta=1&ts=CAESABpJCikSJzIlMHgzNDcxYjEzYmFlOWQyM2ZmOjB4MjhjNWJiZmIyYjU0YmQ5MBIcEhQKBwjnDxALGAESBwjnDxALGAIYATIECAAQACoHCgU6A1RXRA&qs=CAEyJ0Noa0lrUHZTMnJMXzd1SW9HZzB2Wnk4eE1YRnRjalpzWm1nNUVBRTgCQgkJkL1UK_u7xShCCQmQvVQr-7vFKA&ap=ugEHcmV2aWV3cw&ictx=1,img/store_img/186.jpg
鯊墾丁潛水旅店 Sharkenting Dive Center,Sharkenting Dive Center,南部地區,屏東縣,946屏東縣恆春鎮恆西路33巷123弄5號,21.99999014,120.7422788,09:00,18:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>鯊墾丁潛水旅店 Sharkenting Dive Center,合界、山海、出水口,https://www.facebook.com/sharkenting/,5,20,1.教練非常細心和專業\n2.潛店環境乾淨整齊\n3.住宿舒適且有賓至如歸的感覺,"https://www.google.com/search?q=%E9%AF%8A%E5%A2%BE%E4%B8%81%E6%BD%9B%E6%B0%B4%E6%97%85%E5%BA%97+Sharkenting+Dive+Center&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E9%AF%8A%E5%A2%BE%E4%B8%81%E6%BD%9B%E6%B0%B4%E6%97%85%E5%BA%97+Sharkenting+Dive+Center&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiiBDIHCAIQABiiBDIHCAMQABiiBDIHCAQQABiiBNIBBzQ2OWowajSoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b181ebd46fa7:0x78aedb7beecfac49,1,,,,",img/store_img/187.png
魚人族自由潛水Fishman,Fishman,南部地區,屏東縣,946屏東縣恆春鎮恆公路372-1號,21.99891137,120.7413861,09:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>魚人族自由潛水Fishman,合界、山海、出水口,https://www.instagram.com/fishman_freediving/,5,14,1.宇力教練詳細且細心的教學\n2.墾丁是臺灣最熱門的自由潛水勝地之一\n3.魚人族提供專業的自由潛水課程和豐富的海洋生物,"https://www.google.com/search?q=%E9%AD%9A%E4%BA%BA%E6%97%8F%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4Fishman&sca_esv=556179565&rlz=1C1CHBF_zh-TWTW901TW901&sxsrf=AB5stBj0SP2bQDnRahXaJvv3vDjWGiUJ4g%3A1691811980711&ei=jADXZP6EK63T1e8PybqTuA0&ved=0ahUKEwj--ovhmtaAAxWtafUHHUndBNcQ4dUDCA8&oq=%E9%AD%9A%E4%BA%BA%E6%97%8F%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4Fishman&gs_lp=Egxnd3Mtd2l6LXNlcnAiHOmtmuS6uuaXj-iHqueUsea9m-awtEZpc2htYW4yBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCcyBxAjGOoCGCdI4hBQnwpYnwpwAngBkAEAmAEAoAEAqgEAuAEMyAEA-AEB-AECqAIK4gMEGAAgQYgGAQ&sclient=gws-wiz-serp#lrd=0x3471b16dc05bf6f1:0x9b317647db5095e6,1,,,,",img/store_img/188.png
墾丁Go Diving 趣潛水恒春背包客棧,Go Diving,南部地區,屏東縣,94641屏東縣恆春鎮恒南路231號,22.00034986,120.7445199,00:00,23:59,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>墾丁Go Diving 趣潛水恒春背包客棧,萬里桐、山海、出水口,http://godiving.junejan.com.tw/2015/08/go-diving.html,null,null,無,無,img/store_img/189.jpg
貓魚小窩,Cat Fish Ocean,南部地區,屏東縣,946屏東縣恆春鎮環城南路135巷5號,21.99922369,120.7459094,null,null,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>貓魚小窩,萬里桐、山海、出水口,https://www.instagram.com/cat._.fish_ocean/,5,39,1.充實有趣的三天兩夜課程\n2.貓魚的免費跟潛制度很貼心\n3.墾丁是一個最讚的地方,"https://www.google.com/search?q=%E8%B2%93%E9%AD%9A%E5%B0%8F%E7%AA%A9&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E8%B2%93%E9%AD%9A%E5%B0%8F%E7%AA%A9&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgAQyBwgDEAAYgATSAQcxMjlqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471b1fa3fce503b:0xafdc57044c67b9af,1,,,,",img/store_img/190.jpg
半島海人,btsdiving,南部地區,屏東縣,946屏東縣恆春鎮山腳路39之16號,21.99846267,120.7539119,08:00,21:00,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>半島海人,萬里桐、山海、出水口,http://www.btsdiving.com/21697292603621528304.html,5,443,1.教練和助教專業且友善\n2.課程豐富且深入\n3.優秀的住宿環境,"https://www.google.com/search?q=%E5%8D%8A%E5%B3%B6%E6%B5%B7%E4%BA%BA&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%8D%8A%E5%B3%B6%E6%B5%B7%E4%BA%BA&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzE1NGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b121e1ff1965:0xb15bb6a2cc86938a,1,,,,",img/store_img/191.png
帶福新樂園潛水中心,Dive New World,南部地區,屏東縣,946屏東縣恆春鎮恆南路2巷2弄24號,21.99487597,120.7465153,null,null,15:00,null,null,11:00,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>帶福新樂園潛水中心,萬里桐、山海、出水口,https://www.dnwkt.com/plus/,4.7,10,1.學了很多潛水技巧，專長課程解鎖\n2.感謝帶福那麼棒的老闆和潛水教練\n3.優秀的住宿環境,"https://www.google.com/search?q=%E5%B8%B6%E7%A6%8F%E6%96%B0%E6%A8%82%E5%9C%92%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%B8%B6%E7%A6%8F%E6%96%B0%E6%A8%82%E5%9C%92%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiiBDIHCAIQABiiBDIHCAMQABiiBDIHCAQQABiiBDIHCAUQABiiBNIBBzE3NGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b0fe31e10cf1:0x1fff19c17fda1d12,1,,,,",img/store_img/192.jpg
綠豆人國際潛水中心,MUNG BEAN HUMAN INT L DIVING CENTER,南部地區,屏東縣,946屏東縣恆春鎮恆公路156號,21.99622177,120.7431783,09:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行>綠豆人國際潛水中心,萬里桐、山海、出水口,https://www.facebook.com/profile.php?id=100088485312865,4.9,17,1.教練用心教導\n2.設備完善充足\n3.舒適的住宿環境,"https://www.google.com/search?q=%E7%B6%A0%E8%B1%86%E4%BA%BA%E5%9C%8B%E9%9A%9B%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E7%B6%A0%E8%B1%86%E4%BA%BA%E5%9C%8B%E9%9A%9B%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgAQyBwgDEAAYgATSAQc1NDdqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471b1e3c042674f:0xd6d9481a773bb0b9,1,,,,",img/store_img/193.jpg
OneDay Freediving 找一天自由潛水工作室,OneDay Freediving,南部地區,屏東縣,946屏東縣恆春鎮恆南路117巷11弄3號,21.99626744,120.7446956,09:00,18:00,null,null,null,null,開車自行前往\n大眾運輸>高鐵左營站>9189臺灣好行墾丁快線 >步行> OneDay Freediving 找一天自由潛水工作室,萬里桐、山海、出水口,https://www.onedayfreediving.com/,4.9,21,1.教練專業且注重安全，授課細心讓我能更接近大海的美\n2.教練們各自有特色，但教學扎扎實實不含糊\n3.每個教練都很讓人安心放鬆,"https://www.google.com/search?q=OneDay+Freediving+%E6%89%BE%E4%B8%80%E5%A4%A9%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4&rlz=1C1CHBF_zh-TWTW901TW901&oq=OneDay+Freediving+%E6%89%BE%E4%B8%80%E5%A4%A9%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiiBDIHCAIQABiiBDIHCAMQABiiBDIHCAQQABiiBNIBBzE1MGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471b1d2f839f2c7:0xfd5f1a79b8037705,1,,,,",img/store_img/194.jpg
